"month","year","url","row","bien","medida","cantidad","precio","total"
"Feb",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBFeb2021.xls","45","Pantalón largo de tela de jeans","Unidad",0.51,461.78,235.5078
"Feb",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBFeb2021.xls","46","Vestido entero","Unidad",0.5,282.35,141.175
"Feb",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBFeb2021.xls","47","Calzones/Bikinis","Unidad",1.23,42.87,52.7301
"Feb",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBFeb2021.xls","48","Brassier/sostén","Unidad",0.97,51.09,49.5573
"Feb",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBFeb2021.xls","49","Sandalias de cuero sintético","Par",0.44,242.5,106.7
"Feb",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBFeb2021.xls","50","Traje completo","Unidad",0.501964507835002,322.43,161.84841626124
"Feb",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBFeb2021.xls","51","Calzones","Unidad",1.4326365541172,32.95,47.2053744581619
"Feb",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBFeb2021.xls","52","Calcetines","Par",1.38828467371139,30.52,42.3704482416716
"Feb",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBFeb2021.xls","53","Zapato de cuero sintético","Par",0.44713223086502,324.74,145.201720651107
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","1","Arroz","Libra",38,14.47,549.86
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","2","Frijol","Libra",34,18.63,633.42
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","3","Azúcar","Libra",30,13.37,401.1
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","4","Aceite","Litro",7,55.89,391.23
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","5","Posta de res","Libra",8,99.15,793.2
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","6","Posta de cerdo","Libra",5,70.37,351.85
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","7","Carne de aves","Libra",8,44.83,358.64
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","8","Chuleta de pescado","Libra",9,86.57,779.13
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","9","Leche","Litro",30,31.77,953.1
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","10","Huevos","Docena",7,63.14,441.98
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","11","Queso seco","Libra",9,84.64,761.76
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","12","Tortilla","Libra",57,17,969
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","13","Pinolillo","Libra",10,30.76,307.6
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","14","Pastas alimenticias","Libra",5,32.52,162.6
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","15","Pan","Libra",27,24.88,671.76
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","16","Tomate de cocinar","Libra",14,10.73,150.22
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","17","Cebolla blanca","Libra",8,37,296
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","18","Papas","Libra",15,19.94,299.1
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","19","Ayote","Libra",32,6.42,205.44
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","20","Chiltoma","Libra",3,27.27,81.81
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","21","Plátano verde","Libra",16,10.76,172.16
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","22","Naranja","Libra",46,8.36,384.56
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","23","Repollo","Libra",2,7.35,14.7
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","24","Jabón de lavar ropa","Unidad",12.55,16.19,203.1845
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","25","Detergente en polvo","Bolsita de 40 gramos",27.97,3.08,86.1476
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","26","Pasta dental","Unidad de 115 grs",2.13,36.99,78.7887
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","27","Fósforos","Cajita de 40 cerillos",10.87,1.92,20.8704
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","28","Escoba","Unidad",1.22,62.92,76.7624
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","29","Papel higiénico","Rollos",10.71,15.65,167.6115
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","30","Jabón de baño","Unidad",4.67,13.96,65.1932
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","31","Toallas sanitarias","Bolsa de 10 unid",2.21,22.47,49.6587
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","32","Desodorante nacional","Unidad",1.9,37.74,71.706
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","33","Cepillo dental","Unidad",2.49,15.62,38.8938
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","34","Alquiler","Valor (C$) mensual",1,NA,900
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","35","Gas butano","25 libras",1,348.5,348.5
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","36","Luz eléctrica","KWH",100,2.944197,294.4197
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","37","Agua","Galones",5292,0.0302774802216931,160.2284253332
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","38","Transporte","Pasaje",240,2.5,600
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","39","Pantalón largo de tela de jeans","Unidad",0.621290101151897,468.64,291.161393003825
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","40","Camisa manga corta","Unidad",0.660003700679698,126.98,83.8072699123081
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","41","Calzoncillos","Unidad",1.56501893310219,45.33,70.9423082375223
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","42","Calcetines","Par",1.3198798072969,29.69,39.1872314786451
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","43","Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)","Par",0.432211303669415,434.5,187.795811444361
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","44","Blusa manga corta","Unidad",0.66,135.62,89.5092
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","45","Pantalón largo de tela de jeans","Unidad",0.51,462.25,235.7475
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","46","Vestido entero","Unidad",0.5,282.38,141.19
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","47","Calzones/Bikinis","Unidad",1.23,43.37,53.3451
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","48","Brassier/sostén","Unidad",0.97,51.1,49.567
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","49","Sandalias de cuero sintético","Par",0.44,237.01,104.2844
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","50","Traje completo","Unidad",0.501964507835002,325.33,163.304113333961
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","51","Calzones","Unidad",1.4326365541172,32.96,47.219700823703
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","52","Calcetines","Par",1.38828467371139,30.19,41.9123142993468
"Mar",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMar2021.xls","53","Zapato de cuero sintético","Par",0.44713223086502,325.71,145.635438915046
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","1","Arroz","Libra",38,14.53,552.14
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","2","Frijol","Libra",34,18.63,633.42
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","3","Azúcar","Libra",30,13.45,403.5
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","4","Aceite","Litro",7,55.79,390.53
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","5","Posta de res","Libra",8,98.69,789.52
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","6","Posta de cerdo","Libra",5,71.97,359.85
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","7","Carne de aves","Libra",8,44.96,359.68
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","8","Chuleta de pescado","Libra",9,87.9,791.1
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","9","Leche","Litro",30,31.75,952.5
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","10","Huevos","Docena",7,63.42,443.94
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","11","Queso seco","Libra",9,80.27,722.43
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","12","Tortilla","Libra",57,16.35,931.95
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","13","Pinolillo","Libra",10,30.77,307.7
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","14","Pastas alimenticias","Libra",5,32.82,164.1
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","15","Pan","Libra",27,27.61,745.47
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","16","Tomate de cocinar","Libra",14,8.4,117.6
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","17","Cebolla blanca","Libra",8,29.52,236.16
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","18","Papas","Libra",15,17.78,266.7
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","19","Ayote","Libra",32,6.15,196.8
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","20","Chiltoma","Libra",3,27.76,83.28
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","21","Plátano verde","Libra",16,9.75,156
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","22","Naranja","Libra",46,8.67,398.82
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","23","Repollo","Libra",2,5.59,11.18
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","24","Jabón de lavar ropa","Unidad",12.55,16.82,211.091
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","25","Detergente en polvo","Bolsita de 40 gramos",27.97,3.06222949592342,85.6505590009781
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","26","Pasta dental","Unidad de 115 grs",2.13,37.26,79.3638
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","27","Fósforos","Cajita de 40 cerillos",10.87,1.95,21.1965
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","28","Escoba","Unidad",1.22,63.09,76.9698
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","29","Papel higiénico","Rollos",10.71,15.66,167.7186
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","30","Jabón de baño","Unidad",4.67,14.23,66.4541
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","31","Toallas sanitarias","Bolsa de 10 unid",2.21,22.69,50.1449
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","32","Desodorante nacional","Unidad",1.9,38.7,73.53
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","33","Cepillo dental","Unidad",2.49,15.77,39.2673
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","34","Alquiler","Valor (C$) mensual",1,NA,900
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","35","Gas butano","25 libras",1,351.85,351.85
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","36","Luz eléctrica","KWH",100,2.94901,294.901
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","37","Agua","Galones",5292,0.0302774802216931,160.2284253332
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","38","Transporte","Pasaje",240,2.5,600
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","39","Pantalón largo de tela de jeans","Unidad",0.621290101151897,470.15,292.099541056564
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","40","Camisa manga corta","Unidad",0.660003700679698,127.89,84.4078732799266
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","41","Calzoncillos","Unidad",1.56501893310219,45.55,71.2866124028048
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","42","Calcetines","Par",1.3198798072969,29.48,38.9100567191128
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","43","Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)","Par",0.432211303669415,434.76,187.908186383315
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","44","Blusa manga corta","Unidad",0.66,135.82,89.6412
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","45","Pantalón largo de tela de jeans","Unidad",0.51,461.13,235.1763
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","46","Vestido entero","Unidad",0.5,278.94,139.47
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","47","Calzones/Bikinis","Unidad",1.23,43.47,53.4681
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","48","Brassier/sostén","Unidad",0.97,51.61,50.0617
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","49","Sandalias de cuero sintético","Par",0.44,240.35,105.754
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","50","Traje completo","Unidad",0.501964507835002,325.83,163.555095587879
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","51","Calzones","Unidad",1.4326365541172,33.72,48.3085046048321
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","52","Calcetines","Par",1.38828467371139,30.22,41.9539628395582
"Abr",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBAbr2021.xls","53","Zapato de cuero sintético","Par",0.44713223086502,323.55,144.669633296377
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","1","Arroz","Libra",38,14.73,559.74
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","2","Frijol","Libra",34,19.64,667.76
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","3","Azúcar","Libra",30,13.43,402.9
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","4","Aceite","Litro",7,55.58,389.06
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","5","Posta de res","Libra",8,103.27,826.16
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","6","Posta de cerdo","Libra",5,77.59,387.95
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","7","Carne de aves","Libra",8,45.03,360.24
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","8","Chuleta de pescado","Libra",9,88.22,793.98
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","9","Leche","Litro",30,31.72,951.6
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","10","Huevos","Docena",7,63.18,442.26
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","11","Queso seco","Libra",9,72.43,651.87
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","12","Tortilla","Libra",57,16.2,923.4
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","13","Pinolillo","Libra",10,30.72,307.2
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","14","Pastas alimenticias","Libra",5,32.84,164.2
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","15","Pan","Libra",27,25.88,698.76
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","16","Tomate de cocinar","Libra",14,9.02,126.28
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","17","Cebolla blanca","Libra",8,28.91,231.28
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","18","Papas","Libra",15,16.37,245.55
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","19","Ayote","Libra",32,6.35,203.2
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","20","Chiltoma","Libra",3,30.32,90.96
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","21","Plátano verde","Libra",16,9.71,155.36
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","22","Naranja","Libra",46,9.45,434.7
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","23","Repollo","Libra",2,6.1,12.2
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","24","Jabón de lavar ropa","Unidad",12.55,17.02,213.601
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","25","Detergente en polvo","Bolsita de 40 gramos",27.97,3.06,85.5882
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","26","Pasta dental","Unidad de 115 grs",2.13,37.68,80.2584
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","27","Fósforos","Cajita de 40 cerillos",10.87,2.25,24.4575
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","28","Escoba","Unidad",1.22,63.58,77.5676
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","29","Papel higiénico","Rollos",10.71,15.8,169.218
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","30","Jabón de baño","Unidad",4.67,16.36,76.4012
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","31","Toallas sanitarias","Bolsa de 10 unid",2.21,22.84,50.4764
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","32","Desodorante nacional","Unidad",1.9,39.47,74.993
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","33","Cepillo dental","Unidad",2.49,15.9,39.591
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","34","Alquiler","Valor (C$) mensual",1,NA,900
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","35","Gas butano","25 libras",1,330.51,330.51
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","36","Luz eléctrica","KWH",100,2.953974,295.3974
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","37","Agua","Galones",5292,0.0302774802216931,160.2284253332
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","38","Transporte","Pasaje",240,2.5,600
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","39","Pantalón largo de tela de jeans","Unidad",0.621290101151897,468.67,291.180031706859
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","40","Camisa manga corta","Unidad",0.660003700679698,128.91,85.0810770546199
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","41","Calzoncillos","Unidad",1.56501893310219,45.92,71.8656694080526
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","42","Calcetines","Par",1.3198798072969,29.58,39.0420446998424
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","43","Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)","Par",0.432211303669415,437.07,188.906594494791
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","44","Blusa manga corta","Unidad",0.66,135.46,89.4036
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","45","Pantalón largo de tela de jeans","Unidad",0.51,461.19,235.2069
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","46","Vestido entero","Unidad",0.5,282.51,141.255
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","47","Calzones/Bikinis","Unidad",1.23,43.88,53.9724
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","48","Brassier/sostén","Unidad",0.97,52.02,50.4594
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","49","Sandalias de cuero sintético","Par",0.44,240.35,105.754
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","50","Traje completo","Unidad",0.501964507835002,325.86,163.570154523114
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","51","Calzones","Unidad",1.4326365541172,33.98,48.6809901089026
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","52","Calcetines","Par",1.38828467371139,29.6,41.0932263418571
"May",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBMay2021.xls","53","Zapato de cuero sintético","Par",0.44713223086502,328.19,146.744326847591
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","1","Arroz","Libra",38,14.8,562.4
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","2","Frijol","Libra",34,19.18,652.12
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","3","Azúcar","Libra",30,13.49,404.7
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","4","Aceite","Litro",7,57.07,399.49
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","5","Posta de res","Libra",8,108.45,867.6
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","6","Posta de cerdo","Libra",5,78.14,390.7
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","7","Carne de aves","Libra",8,45.89,367.12
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","8","Chuleta de pescado","Libra",9,87.56,788.04
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","9","Leche","Litro",30,31.59,947.7
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","10","Huevos","Docena",7,63.13,441.91
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","11","Queso seco","Libra",9,67.13,604.17
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","12","Tortilla","Libra",57,17.63,1004.91
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","13","Pinolillo","Libra",10,30.86,308.6
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","14","Pastas alimenticias","Libra",5,32.66,163.3
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","15","Pan","Libra",27,26.68,720.36
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","16","Tomate de cocinar","Libra",14,15.11,211.54
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","17","Cebolla blanca","Libra",8,34.8,278.4
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","18","Papas","Libra",15,16.7,250.5
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","19","Ayote","Libra",32,7.51,240.32
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","20","Chiltoma","Libra",3,37.8,113.4
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","21","Plátano verde","Libra",16,9.76,156.16
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","22","Naranja","Libra",46,10.03,461.38
"Jun",2021,"https://www.inide.gob.ni/docs/CanastaB/CB2021/CBJun2021.xls","23","Repollo","Libra",2,5.76,11.52
